DrugCom_ID	DrugID_1	Drug_Name_1	Highest_status_1	order_1	DrugID_2	Drug_Name_2	Highest_status_2	order_2	DrugID_3	Drug_Name_3	DrugID_4	Drug_Name_4	Disease_Entry	Source	Highest_status	Cell Line	ZIP	Bliss	Loewe	HSA	n_drugs
DCM9986	DMNH3PG	Etoposide	Phase 2 Trial	21.0	DMNO38U	Bortezomib	Approved	34.0	DMZD5QR	Cytarabine	.	.	Adult Acute Monoblastic Leukemia (M5a)	ClinicalTrials.gov	Phase 2	.					3
DC0F3Y4	DMNH3PG	Etoposide	Phase 2 Trial	21.0	DMKECZD	Temozolomide	Approved	34.0	DMZ4Q0B	Dasatinib	.	.	Recurrent Childhood Brain Tumor	ClinicalTrials.gov	Phase 1	.					3
DC0OXFQ	DMNH3PG	Etoposide	Phase 2 Trial	21.0	DMXYJ9C	Busulfan	Approved	34.0	DMZD5QR	Cytarabine	.	.	Adult Acute Basophilic Leukemia	ClinicalTrials.gov	Phase 1	.					3
DCIGYM6	DMNH3PG	Etoposide	Phase 2 Trial	21.0	DMG281S	Carboplatin	Approved	34.0	DMIZKOP	Thiotepa	.	.	Ewing's Family Tumors	ClinicalTrials.gov	Phase 1	.					3
DCSW9N4	DMNH3PG	Etoposide	Phase 2 Trial	21.0	DMUPE07	Nicotinamide	Approved	34.0	DMWMPD4	Vorinostat	.	.	Hodgkin's Disease	ClinicalTrials.gov	Phase 1	.					3
DC0ZE2W	DMNH3PG	Etoposide	Phase 2 Trial	21.0	DMG281S	Carboplatin	Approved	34.0	DMNO38U	Bortezomib	.	.	Unspecified Adult Solid Tumor, Protocol Specific	ClinicalTrials.gov	Phase 1	.					3
DCMCVSB	DMNH3PG	Etoposide	Phase 2 Trial	21.0	DMINOX3	Vincristine	Approved	34.0	DMUYKBZ	Cyclosporin A	.	.	Brain Tumors	ClinicalTrials.gov	Phase 1	.					3
DCWKWJ0	DMNH3PG	Etoposide	Phase 2 Trial	21.0	DMWMPD4	Vorinostat	Approved	34.0	DMZD5QR	Cytarabine	.	.	Accelerated Phase Chronic Myelogenous Leukemia	ClinicalTrials.gov	Phase 1	.					3
DC65DSE	DM62UG5	Vemurafenib	Approved	34.0	DMG281S	Carboplatin	Approved	34.0	DMLB81S	Paclitaxel	.	.	Advanced Cancers	ClinicalTrials.gov	Phase 1	.					3
DCCQEC5	DMCMBHA	Erlotinib	Approved	34.0	DMDI269	Docetaxel	Approved	34.0	DMMX2E6	Pemetrexed	.	.	Non-Squamous Non-Small Cell Lung Cancer	ClinicalTrials.gov	Phase 3	.					3
DC0K3P2	DMCMBHA	Erlotinib	Approved	34.0	DMDI269	Docetaxel	Approved	34.0	DMMX2E6	Pemetrexed	.	.	Non Small Cell Lung Cancer	ClinicalTrials.gov	Phase 2	.					3
DCRJL0M	DMCMBHA	Erlotinib	Approved	34.0	DMG281S	Carboplatin	Approved	34.0	DMMX2E6	Pemetrexed	.	.	Lung Cancer	ClinicalTrials.gov	Phase 2	.					3
DCZQ27L	DMCMBHA	Erlotinib	Approved	34.0	DMG281S	Carboplatin	Approved	34.0	DMLB81S	Paclitaxel	.	.	Recurrent Non-small Cell Lung Cancer	ClinicalTrials.gov	Phase 2	.					3
DCBAO0J	DMCMBHA	Erlotinib	Approved	34.0	DMNH3PG	Etoposide	Phase 2 Trial	21.0	DMKECZD	Temozolomide	.	.	Recurrent Childhood Brain Tumor	ClinicalTrials.gov	Phase 1	.					3
DCDPJ7J	DMCMBHA	Erlotinib	Approved	34.0	DMDI269	Docetaxel	Approved	34.0	DMMX2E6	Pemetrexed	.	.	Lung Cancer	ClinicalTrials.gov	Phase 1	.					3
DCGMKYS	DMCMBHA	Erlotinib	Approved	34.0	DMG281S	Carboplatin	Approved	34.0	DMLB81S	Paclitaxel	.	.	Adenocarcinoma of the Lung	ClinicalTrials.gov	Phase 1	.					3
DC7IH5M	DMSE3I7	Gemcitabine	Preclinical	2.1	DMDI269	Docetaxel	Approved	34.0	DMVXFYE	Vinorelbine	.	.	Advanced Non-Small Cell Lung Cancer	ClinicalTrials.gov	Phase 3	.					3
DC7N6IM	DMSE3I7	Gemcitabine	Preclinical	2.1	DMDI269	Docetaxel	Approved	34.0	DMTS85L	Capecitabine	.	.	Nasopharyngeal Neoplasms	ClinicalTrials.gov	Phase 3	.					3
DCH3LJR	DMSE3I7	Gemcitabine	Preclinical	2.1	DMCMBHA	Erlotinib	Approved	34.0	DMVXFYE	Vinorelbine	.	.	Non - Small Cell Lung Cancer NSCLC	ClinicalTrials.gov	Phase 3	.					3
DCPAU0W	DMSE3I7	Gemcitabine	Preclinical	2.1	DMAO80I	Pralatrexate	Approved	34.0	DMT5GNL	Romidepsin	.	.	Relapsed Peripheral T-Cell Lymphoma	ClinicalTrials.gov	Phase 3	.					3
DC3AA12	DMSE3I7	Gemcitabine	Preclinical	2.1	DMCMBHA	Erlotinib	Approved	34.0	DMQNWRD	Oxaliplatin	.	.	Pancreatic Adenocarcinoma	ClinicalTrials.gov	Phase 2	.					3
DC4EPQ1	DMSE3I7	Gemcitabine	Preclinical	2.1	DMDI269	Docetaxel	Approved	34.0	DMMX2E6	Pemetrexed	.	.	Non-Squamous Non-Small Cell Lung Cancer (NSCLC)	ClinicalTrials.gov	Phase 2	.					3
DC79PW1	DMSE3I7	Gemcitabine	Preclinical	2.1	DMDI269	Docetaxel	Approved	34.0	DMTS85L	Capecitabine	.	.	Pancreatic Cancer	ClinicalTrials.gov	Phase 2	.					3
DCAEE26	DMSE3I7	Gemcitabine	Preclinical	2.1	DMCMBHA	Erlotinib	Approved	34.0	DMQNWRD	Oxaliplatin	.	.	Pancreatic Cancer	ClinicalTrials.gov	Phase 2	.					3
DCAX0X4	DMSE3I7	Gemcitabine	Preclinical	2.1	DMQNWRD	Oxaliplatin	Approved	34.0	DMTS85L	Capecitabine	.	.	Pancreatic Cancer	ClinicalTrials.gov	Phase 2	.					3
DCC81JT	DMSE3I7	Gemcitabine	Preclinical	2.1	DMDI269	Docetaxel	Approved	34.0	DMMX2E6	Pemetrexed	.	.	Non-small Cell Lung Cancer	ClinicalTrials.gov	Phase 2	.					3
DCKBNU3	DMSE3I7	Gemcitabine	Preclinical	2.1	DMDI269	Docetaxel	Approved	34.0	DMPDW6T	Epirubicin	.	.	Breast Cancer	ClinicalTrials.gov	Phase 2	.					3
DCNX3HZ	DMSE3I7	Gemcitabine	Preclinical	2.1	DMG281S	Carboplatin	Approved	34.0	DMLB81S	Paclitaxel	.	.	Lung Cancer	ClinicalTrials.gov	Phase 2	.					3
DCS5S8P	DMSE3I7	Gemcitabine	Preclinical	2.1	DMG281S	Carboplatin	Approved	34.0	DMWBZJD	GDC-0068	.	.	Triple Negative Breast Cancer	ClinicalTrials.gov	Phase 2	.					3
DCSULYL	DMSE3I7	Gemcitabine	Preclinical	2.1	DMCMBHA	Erlotinib	Approved	34.0	DMDASC6	Metformin	.	.	Locally Advanced Pancreatic Cancer	ClinicalTrials.gov	Phase 2	.					3
DCZ6U23	DMSE3I7	Gemcitabine	Preclinical	2.1	DMDI269	Docetaxel	Approved	34.0	DMG281S	Carboplatin	.	.	Lung Cancer	ClinicalTrials.gov	Phase 2	.					3
DC0A2KP	DMSE3I7	Gemcitabine	Preclinical	2.1	DMDI269	Docetaxel	Approved	34.0	DMF57DM	Pazopanib	.	.	Stage III Adult Soft Tissue Sarcoma	ClinicalTrials.gov	Phase 1	.					3
DC4LFVQ	DMSE3I7	Gemcitabine	Preclinical	2.1	DMS2IUH	Valganciclovir	Approved	34.0	DMS49KH	Valproic Acid	.	.	Nasopharyngeal Carcinoma	ClinicalTrials.gov	Phase 1	.					3
DC6J2FO	DMSE3I7	Gemcitabine	Preclinical	2.1	DM7RJXL	Imatinib	Phase 3 Trial	25.0	DMQNWRD	Oxaliplatin	.	.	Advanced Pancreatic Cancer	ClinicalTrials.gov	Phase 1	.					3
DCHRXVN	DMSE3I7	Gemcitabine	Preclinical	2.1	DMRICNP	Vandetanib	Approved	34.0	DMTS85L	Capecitabine	.	.	Malignant Solid Tumour	ClinicalTrials.gov	Phase 1	.					3
DCI5L9F	DMSE3I7	Gemcitabine	Preclinical	2.1	DMQNWRD	Oxaliplatin	Approved	34.0	DMRICNP	Vandetanib	.	.	Advanced Incurable Solid Malignancy	ClinicalTrials.gov	Phase 1	.					3
DCPEA51	DMSE3I7	Gemcitabine	Preclinical	2.1	DMDI269	Docetaxel	Approved	34.0	DMTS85L	Capecitabine	.	.	Pancreatic Cancer	ClinicalTrials.gov	Phase 1	.					3
DCSTD1Q	DMSE3I7	Gemcitabine	Preclinical	2.1	DMCMBHA	Erlotinib	Approved	34.0	DMTS85L	Capecitabine	.	.	Metastatic Pancreatic Carcinoma	ClinicalTrials.gov	Phase 1	.					3
DCW2ZVG	DMSE3I7	Gemcitabine	Preclinical	2.1	DMCXRZF	LY2603618	Phase 2	21.0	DMMX2E6	Pemetrexed	.	.	Advanced Cancer	ClinicalTrials.gov	Phase 1	.					3
DCWSX36	DMSE3I7	Gemcitabine	Preclinical	2.1	DMQNWRD	Oxaliplatin	Approved	34.0	DMTS85L	Capecitabine	.	.	Advanced Gastrointestinal Malignancies	ClinicalTrials.gov	Phase 1	.					3
DCEWIV9	DMPDW6T	Epirubicin	Approved	34.0	DMQNWRD	Oxaliplatin	Approved	34.0	DMTS85L	Capecitabine	.	.	Gastric Cancer	ClinicalTrials.gov	Phase 3	.					3
DC3EN7P	DMPDW6T	Epirubicin	Approved	34.0	DMQNWRD	Oxaliplatin	Approved	34.0	DMTS85L	Capecitabine	.	.	Gastric Cancer	ClinicalTrials.gov	Phase 2	.					3
DC7PRHQ	DMPDW6T	Epirubicin	Approved	34.0	DMQNWRD	Oxaliplatin	Approved	34.0	DMTS85L	Capecitabine	.	.	Esophageal Neoplasms	ClinicalTrials.gov	Phase 2	.					3
DCDNBR7	DMPDW6T	Epirubicin	Approved	34.0	DMQNWRD	Oxaliplatin	Approved	34.0	DMTS85L	Capecitabine	.	.	CLDN18.2-positive Adenocarcinoma of the Gastroesophageal Junction	ClinicalTrials.gov	Phase 2	.					3
DCRNVB3	DMPDW6T	Epirubicin	Approved	34.0	DMQNWRD	Oxaliplatin	Approved	34.0	DMTS85L	Capecitabine	.	.	Gastro Oesophageal Cancer	ClinicalTrials.gov	Phase 2	.					3
DC51IJ4	DM8V75C	ABIRATERONE	Approved	34.0	DMGL19D	Enzalutamide	Approved	34.0	DMQ8FR2	Prednisolone	.	.	Prostate Cancer	ClinicalTrials.gov	Phase 4	.					3
DC4OUBQ	DM8V75C	ABIRATERONE	Approved	34.0	DMGL19D	Enzalutamide	Approved	34.0	DMI782S	Erdafitinib	.	.	Castration-Resistant Prostate Carcinoma	ClinicalTrials.gov	Phase 2	.					3
DC6G14H	DM8V75C	ABIRATERONE	Approved	34.0	DMAT8CG	Goserelin	Approved	34.0	DMT81LZ	Arn-509	.	.	Prostate Cancer	ClinicalTrials.gov	Phase 2	.					3
DC7NFUT	DM8V75C	ABIRATERONE	Approved	34.0	DMNE56X	ABT-263	Phase 3	25.0	DMXZAL2	Hydroxychloroquine	.	.	Prostate Cancer	ClinicalTrials.gov	Phase 2	.					3
DC81FZT	DM8V75C	ABIRATERONE	Approved	34.0	DM2HG4X	Prednisone	Phase 3 Trial	25.0	DMT81LZ	Arn-509	.	.	Castration Levels of Testosterone	ClinicalTrials.gov	Phase 2	.					3
DCMLYR0	DM8V75C	ABIRATERONE	Approved	34.0	DMGEMB7	Hydrocortisone	Phase 3 Trial	25.0	DMUDIR8	Fludrocortisone	.	.	Congenital Adrenal Hyperplasia	ClinicalTrials.gov	Phase 2	.					3
DCQE28F	DM8V75C	ABIRATERONE	Approved	34.0	DMAT8CG	Goserelin	Approved	34.0	DMQ8FR2	Prednisolone	.	.	Prostate Cancer	ClinicalTrials.gov	Phase 2	.					3
DCRFN2Y	DM8V75C	ABIRATERONE	Approved	34.0	DMJAGXQ	Niclosamide	Approved	34.0	DMQ7WL7	Prednisone	.	.	Metastatic Prostate Carcinoma	ClinicalTrials.gov	Phase 2	.					3
DCLEBJ0	DM8V75C	ABIRATERONE	Approved	34.0	DM93VBZ	LY2835219	Approved	34.0	DMQ8FR2	Prednisolone	.	.	Advanced Cancer	ClinicalTrials.gov	Phase 1	.					3
DC6LBVW	DM15F0X	Gefitinib	Approved	34.0	DM5GFIK	Icotinib hydrochloride	Registered	33.0	DMCMBHA	Erlotinib	.	.	Non-Small-Cell Lung Cancer	ClinicalTrials.gov	Phase 4	.					3
DCGU6CO	DM15F0X	Gefitinib	Approved	34.0	DMG281S	Carboplatin	Approved	34.0	DMLB81S	Paclitaxel	.	.	Adenocarcinoma of the Lung	ClinicalTrials.gov	Phase 2	.					3
DCEQAP5	DM15F0X	Gefitinib	Approved	34.0	DM3WP0N	Al3818	Phase 3	25.0	DM5GFIK	Icotinib hydrochloride	.	.	Non-Small-Cell Lung	ClinicalTrials.gov	Phase 1	.					3
DCEWV4X	DM15F0X	Gefitinib	Approved	34.0	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMDI269	Docetaxel	.	.	Bladder Cancer	ClinicalTrials.gov	Phase 1	.					3
DCGQSU9	DM4F29C	Crizotinib	Approved	34.0	DM5DSFZ	Rifampicin	Approved	34.0	DMCR1MV	Itraconazole	.	.	Non-Small Cell Lung Cancer ALK-positive	ClinicalTrials.gov	Phase 1	.					3
DCD4BKP	DM3WDZ5	MK-1775	Phase 2	21.0	DMDI269	Docetaxel	Approved	34.0	DMG281S	Carboplatin	.	.	Lung Cancer	ClinicalTrials.gov	Phase 2	.					3
DC5EV11	DMM0XGL	Idarubicin	Approved	34.0	DMQUSBT	Daunorubicin	Approved	34.0	DMZD5QR	Cytarabine	.	.	Acute Myeloid Leukemia (AML)	ClinicalTrials.gov	Phase 3	.					3
DCDMZA9	DMM0XGL	Idarubicin	Approved	34.0	DMTI0ZO	Gilteritinib	Approved	34.0	DMZD5QR	Cytarabine	.	.	AML, Adult	ClinicalTrials.gov	Phase 3	.					3
DC09IXG	DMM0XGL	Idarubicin	Approved	34.0	DMNO38U	Bortezomib	Approved	34.0	DMZD5QR	Cytarabine	.	.	Adult Acute Monoblastic Leukemia (M5a)	ClinicalTrials.gov	Phase 2	.					3
DC1MYNG	DMM0XGL	Idarubicin	Approved	34.0	DMQL8XJ	Decitabine	Approved	34.0	DMZD5QR	Cytarabine	.	.	Adult Acute Megakaryoblastic Leukemia (M7)	ClinicalTrials.gov	Phase 2	.					3
DCIQSCF	DMM0XGL	Idarubicin	Approved	34.0	DMZD5QR	Cytarabine	Approved	34.0	DMZIM37	CP-868596	.	.	Newly Diagnosed AML With FLT3 Activating Mutations	ClinicalTrials.gov	Phase 2	.					3
DC679I9	DMM0XGL	Idarubicin	Approved	34.0	DMJV2EK	Dasatinib	Investigative	0.0	DMZD5QR	Cytarabine	.	.	Adult Acute Myeloid Leukemia With 11q23 (MLL) Abnormalities	ClinicalTrials.gov	Phase 1	.					3
DC7YOJ9	DMM0XGL	Idarubicin	Approved	34.0	DMTI0ZO	Gilteritinib	Approved	34.0	DMZD5QR	Cytarabine	.	.	Acute Myeloid Leukemia	ClinicalTrials.gov	Phase 1	.					3
DCK8NZ3	DMM0XGL	Idarubicin	Approved	34.0	DMO8PT9	MLN8237	Phase 3	25.0	DMZD5QR	Cytarabine	.	.	Acute Myelogenous Leukemia	ClinicalTrials.gov	Phase 1	.					3
DCCODCF	DM7Q98D	Ruxolitinib	Phase 3 Trial	25.0	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DME4TH4	Etoposide	.	.	Hemophagocytic Lymphohistiocytoses	ClinicalTrials.gov	Phase 4	.					3
DCPHHE3	DM7Q98D	Ruxolitinib	Phase 3 Trial	25.0	DMHSY1I	Regorafenib	Approved	34.0	DMTS85L	Capecitabine	.	.	Pancreatic Cancer	ClinicalTrials.gov	Phase 2	.					3
DC5W7CV	DM7Q98D	Ruxolitinib	Phase 3 Trial	25.0	DMBD4K3	Selinexor	Phase 2 Trial	21.0	DMMIU2C	Methylprednisolone	.	.	Multiple Myeloma in Relapse	ClinicalTrials.gov	Phase 1	.					3
DC9KQKL	DM7Q98D	Ruxolitinib	Phase 3 Trial	25.0	DM7Q98D	Ruxolitinib	Phase 3 Trial	25.0	DM20KYR	Ruxolitinib	.	.	T Cell Leukemia, Adult	ClinicalTrials.gov	Phase 1	.					3
DCS3J9P	DM7Q98D	Ruxolitinib	Phase 3 Trial	25.0	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM48K0X	Carfilzomib	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DCT5MHY	DM7Q98D	Ruxolitinib	Phase 3 Trial	25.0	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMZ4Q0B	Dasatinib	.	.	Acute Lymphoblastic Leukemia	ClinicalTrials.gov	Phase 1	.					3
DC1A7IL	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM70IK5	Marinol	Approved	34.0	DML53ZJ	Mirtazapine	.	.	Oncologic Complications	ClinicalTrials.gov	Phase 4	.					3
DCAIVP1	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM8VCBE	Ibuprofen	Approved	34.0	DMUIE76	Acetaminophen	.	.	Pain, Acute	ClinicalTrials.gov	Phase 4	.					3
DCM6UWN	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMZ4Q0B	Dasatinib	.	.	Ph+ Acute Lymphoblastic Leukemia	ClinicalTrials.gov	Phase 4	.					3
DCPZ6UH	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMBHMOX	Palonosetron	Approved	34.0	DMY3VGC	Promethazine	.	.	Postoperative Nausea and Vomiting	ClinicalTrials.gov	Phase 4	.					3
DCY5VJE	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMOTQ1I	Ondansetron	Approved	34.0	DMY3VGC	Promethazine	.	.	Postoperative Nausea and Vomiting (PONV)	ClinicalTrials.gov	Phase 4	.					3
DC2V68Y	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM8I94Y	Venetoclax	Approved	34.0	DMNO38U	Bortezomib	.	.	Relapsed/Refractory Multiple Myeloma	ClinicalTrials.gov	Phase 3	.					3
DC4DYZA	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMNO38U	Bortezomib	Approved	34.0	DMRSNEU	Masitinib	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 3	.					3
DC5OJER	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMQUSBT	Daunorubicin	Approved	34.0	DMZD5QR	Cytarabine	.	.	Leukemia	ClinicalTrials.gov	Phase 3	.					3
DC6EJC6	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMBQYO0	Casopitant	Withdrawn from market	12.0	DMOTQ1I	Ondansetron	.	.	Cancer	ClinicalTrials.gov	Phase 3	.					3
DC6T8Z8	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMBFZ6L	Remdesivir	Phase 3 Trial	25.0	DMBZ27L	Favipiravir	.	.	COVID-19 Infection	ClinicalTrials.gov	Phase 3	.					3
DC6ULC1	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMVZL26	3,4-Dihydroxycinnamic Acid	.	.	Immune Thrombocytopenia	ClinicalTrials.gov	Phase 3	.					3
DC72QL1	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMDI269	Docetaxel	Approved	34.0	DMT3D5I	Aflibercept	.	.	Carcinoma	ClinicalTrials.gov	Phase 3	.					3
DC8SOTE	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMNO38U	Bortezomib	Approved	34.0	DMVYRH2	Perifosine	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 3	.					3
DCD4OPJ	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM8VCBE	Ibuprofen	Approved	34.0	DMUIE76	Acetaminophen	.	.	Adenotonsillectomy	ClinicalTrials.gov	Phase 3	.					3
DCE49RJ	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM4M1SG	Clarithromycin	Phase 2 Trial	21.0	DM73A5J	Lenalidomide	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 3	.					3
DCESWHA	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM6Q7U4	Lenalidomide	Phase 3 Trial	25.0	DMNO38U	Bortezomib	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 3	.					3
DCH6Q4B	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMBQYO0	Casopitant	Withdrawn from market	12.0	DMOTQ1I	Ondansetron	.	.	Nausea and Vomiting, Chemotherapy-Induced	ClinicalTrials.gov	Phase 3	.					3
DCJ5K9R	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMBFZ6L	Remdesivir	Phase 3 Trial	25.0	DM4ONW5	Baricitinib	.	.	Covid19	ClinicalTrials.gov	Phase 3	.					3
DCJSXFV	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMNO38U	Bortezomib	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 3	.					3
DCKXV9A	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM48K0X	Carfilzomib	Approved	34.0	DM73A5J	Lenalidomide	.	.	Relapsed Multiple Myeloma	ClinicalTrials.gov	Phase 3	.					3
DCLY43W	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMA4MRX	Perphenazine	Approved	34.0	DMOTQ1I	Ondansetron	.	.	Perioperative Optimization	ClinicalTrials.gov	Phase 3	.					3
DCNVEMZ	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM471KJ	Omeprazole	Approved	34.0	DMYZ57N	Albendazole	.	.	Neurocysticercosis	ClinicalTrials.gov	Phase 3	.					3
DCPG97F	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMNO38U	Bortezomib	Approved	34.0	DMTGBAX	Pomalidomide	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 3	.					3
DCPVNZ9	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMTGBAX	Pomalidomide	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 3	.					3
DCUMJXE	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM58WKG	Panobinostat	Approved	34.0	DMNO38U	Bortezomib	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 3	.					3
DC0DQFL	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMDI269	Docetaxel	Approved	34.0	DMG281S	Carboplatin	.	.	Nasopharyngeal Carcinoma	ClinicalTrials.gov	Phase 2	.					3
DC1G9ZO	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMBFZ6L	Remdesivir	Phase 3 Trial	25.0	DMJS42H	Aviptadil	.	.	COVID-19	ClinicalTrials.gov	Phase 2	.					3
DC1JU99	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMBFZ6L	Remdesivir	Phase 3 Trial	25.0	DMQPTOZ	Icatibant	.	.	COVID-19	ClinicalTrials.gov	Phase 2	.					3
DC3KY0V	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM48K0X	Carfilzomib	Approved	34.0	DM8I94Y	Venetoclax	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 2	.					3
DC4K2CO	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM6Q7U4	Lenalidomide	Phase 3 Trial	25.0	DMS4BLQ	Aminolevulinic acid hci	.	.	Stage I Multiple Myeloma	ClinicalTrials.gov	Phase 2	.					3
DC51QO5	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMNO38U	Bortezomib	Approved	34.0	DMYZJGB	Ibrutinib	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 2	.					3
DC52BGE	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMLB81S	Paclitaxel	.	.	Relapse/Refractory Multiple Myeloma	ClinicalTrials.gov	Phase 2	.					3
DC57G9K	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM58WKG	Panobinostat	Approved	34.0	DM73A5J	Lenalidomide	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 2	.					3
DC5U64N	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM8I94Y	Venetoclax	Approved	34.0	DMTGBAX	Pomalidomide	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 2	.					3
DC6IL7L	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM4O2Z7	Cyclophosphamide	Approved	34.0	DME4TH4	Etoposide	.	.	Leukemia	ClinicalTrials.gov	Phase 2	.					3
DC7BOG6	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM48K0X	Carfilzomib	Approved	34.0	DM73A5J	Lenalidomide	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 2	.					3
DC7ERXM	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM48K0X	Carfilzomib	Approved	34.0	DMTGBAX	Pomalidomide	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 2	.					3
